ConsolidatedID;FirstName;LastName;CellPhoneNumber;DateOfBirth;Nationality;SIMActivationDate;SourceSystemName;IsMasterRecord;Location;CreatedDate;ModifiedDate
378;Sheila;Mitchell;27776010419;1986/07/15;South African;2024/07/21;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
379;Nomvula;Mbhodwe;27776745900;1987/08/12;South African;2024/11/15;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
380;Mathew;Scott;27777782468;1983/02/22;South African;2024/09/11;BlueMobile;TRUE;Benoni;2025/08/11 13:33;2025/08/11 13:33
381;Anthony;Taylor;27778724103;1949/12/28;South African;2024/09/10;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
382;Kart;Carter;27779152086;1976/04/18;South African;2025/01/13;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
383;Zenzile;Sijadu;27779234888;1994/10/06;South African;2024/08/07;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
384;Nqobizitha;Khuzwayo;27780056550;1991/01/09;South African;2024/03/11;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
385;Thandeka;Mzila;27781102199;1951/03/28;South African;2025/01/13;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
386;Zibuyile;Mathula;27782499920;1962/02/15;South African;2024/01/18;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
387;Zibuyile;Mathula;27782499920;1962/02/15;South African;2024/01/18;BlueMobile;FALSE;East Rand;2025/08/11 13:33;2025/08/11 13:33
388;Thando;Mahlalela;27782686315;1957/08/21;South African;2024/07/20;BlueMobile;TRUE;Polokwane;2025/08/11 13:33;2025/08/11 13:33
389;John;Taylor;27783581201;1946/07/26;South African;2024/12/19;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
390;Bheq;Mcwaye;27785690836;1979/02/06;South African;2024/05/28;BlueMobile;FALSE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
391;Ricky;Price;27786740905;1996/05/08;South African;2024/11/14;BlueMobile;TRUE;Paarl;2025/08/11 13:33;2025/08/11 13:33
392;Londisizwe;Gotsholo;27788255410;1943/01/02;South African;2024/06/15;BlueMobile;TRUE;Polokwane;2025/08/11 13:33;2025/08/11 13:33
393;Londisizwe;Gotsholo;27788255410;1943/02/01;South African;2024/06/15;BlueMobile;FALSE;Polokwane;2025/08/11 13:33;2025/08/11 13:33
394;Langalibalele;Khomo;27788798367;1954/09/23;South African;2023/09/21;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
395;Dant;Burton;27789209708;1993/06/29;South African;2024/02/05;BlueMobile;TRUE;Egoli;2025/08/11 13:33;2025/08/11 13:33
396;Sihawukele;Sothole;27789600650;1957/09/30;South African;2024/10/27;BlueMobile;TRUE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
397;Thaq;Cebekhulu;27789810620;1964/03/23;South African;2024/04/11;BlueMobile;FALSE;Ekurhuleni;2025/08/11 13:33;2025/08/11 13:33
398;Lungile;Ntanzi;27790328958;1964/05/28;South African;2023/10/11;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
399;Mary;Anderson;27790781178;1965/10/10;South African;2023/09/19;BlueMobile;TRUE;Durban;2025/08/11 13:33;2025/08/11 13:33
400;Sphiwe;Mathula;27791549028;1970/02/13;South African;2024/03/07;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
401;Ryan;Holland;27792106918;1954/06/21;South African;2024/03/15;BlueMobile;TRUE;Cape Town;2025/08/11 13:33;2025/08/11 13:33
402;Nomthandazo;Dlungwana;27792624290;1941/08/14;South African;2024/09/22;BlueMobile;TRUE;Botshabelo;2025/08/11 13:33;2025/08/11 13:33
403;Zibu;Sithuli;27793605906;2000/04/21;South African;2024/11/07;BlueMobile;FALSE;Durban;2025/08/11 13:33;2025/08/11 13:33
404;Stacey;Miller;27795728959;1948/04/30;South African;2023/11/09;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
405;Stau;Miller;27795728959;1948/04/30;South African;2023/11/09;BlueMobile;FALSE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
406;Bhekisisa;Mphephethwa;27795885602;1943/12/13;South African;2023/09/09;BlueMobile;TRUE;Kimberley;2025/08/11 13:33;2025/08/11 13:33
407;Phillip;Johnston;27796509072;1978/03/10;South African;2025/02/09;BlueMobile;TRUE;Bloemfontein;2025/08/11 13:33;2025/08/11 13:33
408;Nomagugu;Ayize;27796967165;2006/08/22;South African;2024/01/30;BlueMobile;TRUE;Botshabelo;2025/08/11 13:33;2025/08/11 13:33
409;Mandla;Yei;27798062959;1965/07/24;South African;2023/10/08;BlueMobile;TRUE;Witbank;2025/08/11 13:33;2025/08/11 13:33
410;Veronica;Bowman;27798290960;1977/06/29;South African;2024/07/27;BlueMobile;TRUE;Egoli;2025/08/11 13:33;2025/08/11 13:33
411;Simphiwe;Mbhense;27798418621;1957/08/18;South African;2025/01/23;BlueMobile;TRUE;Johannesburg;2025/08/11 13:33;2025/08/11 13:33
412;Mthokozisi;Sishiya;27798844055;1977/03/28;South African;2024/10/26;BlueMobile;FALSE;East Rand;2025/08/11 13:33;2025/08/11 13:33
413;Jefy;Bright;27799698904;1974/04/07;South African;2023/10/26;BlueMobile;FALSE;Pretoria;2025/08/11 13:33;2025/08/11 13:33
